# TODO-324 re-check queue (BUG-330 fallout). Generated by tools/_todo324_scan.py
class	run	lb	ppm	corr	conf	commentary_says_distinct	audit_disagrees	fp_linked	sec_subthreshold	has_analysis
AT-RISK-DISAGREES	20260717_053746_1989-06-04	LB-06445	-29073	0.005	1.77	False	3	False	False	True
AT-RISK-DISAGREES	20260717_053746_1989-06-04	LB-02478	+33667	0.005	1.82	False	4	False	False	True
AT-RISK-DISAGREES	20260717_055607_1989-06-04	LB-06445	-29073	0.005	1.77	False	3	False	False	True
AT-RISK-DISAGREES	20260717_055607_1989-06-04	LB-02478	+33667	0.005	1.82	False	4	False	False	True
AT-RISK-DISAGREES	20260717_060654_1989-06-04	LB-06445	-29073	0.005	1.77	False	3	False	False	True
AT-RISK-DISAGREES	20260717_060654_1989-06-04	LB-02478	+33667	0.005	1.82	False	4	False	False	True
AT-RISK-DISAGREES	20260717_115420_1987-09-12	LB-09978	+2266	0.087	2.34	False	1	False	False	False
AT-RISK-DISAGREES	20260717_115420_1987-09-12	LB-05445	+12755	0.005	1.80	False	4	False	False	False
AT-RISK-DISAGREES	20260717_120350_2002-08-15	LB-02846	+24954	0.012	2.69	False	1	False	False	True
AT-RISK-DISAGREES	20260717_153437_1997-12-18	LB-08980	+11179	0.005	2.46	False	1	False	False	True
AT-RISK-DISAGREES	20260717_153437_1997-12-18	LB-03530	+16357	0.005	2.88	False	1	False	False	True
AT-RISK-DISAGREES	20260717_172239_1997-05-03	LB-03412	+48791	0.014	2.14	False	2	False	False	False
AT-RISK-DISAGREES	20260717_184639_2002-10-07	LB-09807	-36721	0.006	4.10	False	1	False	False	True
AT-RISK-DISAGREES	20260717_191137_2003-07-31	LB-03532	-27200	0.014	1.18	False	1	False	False	True
AT-RISK-DISAGREES	20260717_201552_1995-06-25	LB-06885	-11800	0.004	3.80	False	1	False	False	False
AT-RISK-DISAGREES	20260717_201552_1995-06-25	LB-06607	+25300	0.004	1.03	False	1	False	False	False
AT-RISK-DISAGREES	20260717_205839_1997-12-14	LB-03755	+9900	0.005	1.51	False	1	False	False	False
AT-RISK-DISAGREES	20260717_205839_1997-12-14	LB-13160	+19968	0.005	5.10	False	1	False	False	False
AT-RISK-DISAGREES	20260717_210504_2000-07-23	LB-11399	-10410	0.037	2.05	False	3	False	False	False
AT-RISK-DISAGREES	20260717_214936_2004-06-06	LB-09280	-48932	0.062	1.25	False	4	False	False	True
AT-RISK-DISAGREES	20260717_214936_2004-06-06	LB-01955	-40973	0.060	1.34	False	1	False	False	True
AT-RISK-DISAGREES	20260717_230213_1990-08-12	LB-12973	+10743	0.004	2.31	False	2	False	False	True
AT-RISK-DISAGREES	20260718_032241_1995-06-15	LB-11797	-10571	0.006	2.36	False	1	False	False	False
AT-RISK-DISAGREES	20260718_034539_1997-08-12	LB-06936	-8200	0.005	3.18	False	1	False	False	False
AT-RISK-DISAGREES	20260718_042927_1999-06-11	LB-00301	+60200	0.010	1.33	False	1	False	False	False
AT-RISK-DISAGREES	20260718_042927_1999-06-11	LB-09064	+59900	0.006	2.62	False	1	False	False	False
AT-RISK-DISAGREES	20260718_043551_1999-09-08	LB-01532	+5914	0.004	1.84	False	1	False	False	False
AT-RISK-DISAGREES	20260718_044437_1999-09-09	LB-05073	-17684	0.004	1.63	False	2	False	False	False
AT-RISK-DISAGREES	20260718_045343_1999-10-29	LB-01464	+42383	0.007	3.12	False	2	False	False	False
AT-RISK-DISAGREES	20260718_045343_1999-10-29	LB-07730	+9078	0.007	2.26	False	3	False	False	False
AT-RISK-DISAGREES	20260718_051500_2000-03-12	LB-04101	+6143	0.015	2.37	False	3	False	False	False
AT-RISK-DISAGREES	20260718_073202_2007-05-02	LB-04818	+3333	0.056	2.25	False	2	False	False	False
AT-RISK-DISAGREES	20260718_073202_2007-05-02	LB-04817	-4786	0.056	2.29	False	1	False	False	False
AT-RISK-DISAGREES	20260718_083601_1990-11-13	LB-00562	+518	0.017	3.97	False	1	False	False	True
AT-RISK-DISAGREES	20260718_083601_1990-11-13	LB-07107	-12500	0.003	3.66	False	1	False	False	True
AT-RISK-DISAGREES	20260718_083601_1990-11-13	LB-15712	+3685	0.003	2.44	False	1	False	False	True
AT-RISK-DISAGREES	20260718_084436_1991-06-06	LB-02811	-24115	0.004	2.23	False	2	False	False	False
AT-RISK-DISAGREES	20260718_084436_1991-06-06	LB-10286	+11600	0.004	2.93	False	2	False	False	False
AT-RISK-DISAGREES	20260718_084436_1991-06-06	LB-04089	+8785	0.005	1.43	False	3	False	False	False
AT-RISK-DISAGREES	20260718_090506_1994-07-04	LB-09926	-5562	0.008	3.06	False	1	False	False	False
AT-RISK-DISAGREES	20260718_091851_1995-06-04	LB-14949	+19598	0.015	3.34	False	2	False	False	True
AT-RISK-DISAGREES	20260718_092553_1995-07-03	LB-10669	+25313	0.037	2.84	False	2	False	False	False
AT-RISK-DISAGREES	20260718_092553_1995-07-03	LB-11803	+12047	0.005	1.51	False	2	False	False	False
AT-RISK-DISAGREES	20260718_093440_1995-10-11	LB-14157	+2962	0.028	1.29	False	2	False	False	False
AT-RISK-DISAGREES	20260718_093836_1995-12-10	LB-14298	+60000	0.003	4.50	False	1	False	False	False
AT-RISK-DISAGREES	20260718_093836_1995-12-10	LB-06089	-16912	0.034	1.95	False	1	False	False	False
AT-RISK-DISAGREES	20260718_101054_1997-11-05	LB-13199	-47888	0.005	2.05	False	1	False	False	False
AT-RISK-DISAGREES	20260718_101427_1997-11-12	LB-05382	-42180	0.011	2.90	False	1	False	False	False
AT-RISK-DISAGREES	20260718_102004_1997-12-19	LB-00900	+54778	0.004	2.01	False	3	False	False	False
